page_path,total_views,total_users,avg_engagement_time_sec,total_events,total_sessions,new_users_count,article_title,writer_name,category_main,category_sub,publishing_datetime,likes_count,comments_count,new_user_ratio_str,bounce_rate_str,scroll_90_count
/news/view/1065592552302139,1012,929,25.19913886,3811,961,928,[맛집탐방] 줄 서는 성수동 베이글 맛집,김철호,맛집,핫플,2025-11-13 11:53,112,27,99.90%,0.00%,636
/news/view/1065574892634819,1005,844,12.27843602,3430,858,810,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이정호,이슈,트렌드,2025-12-01 4:53,32,23,96.00%,0.00%,504
/news/view/1065550606664004,975,802,45.79052369,3577,858,783,"코트야드 메리어트 세종, 페스티브 시즌 운영",이경엽,호텔,시즌,2025-11-22 19:53,96,17,97.60%,0.00%,551
/news/view/1065580930434963,960,760,43.34736842,3437,790,749,[맛집탐방] 줄 서는 성수동 베이글 맛집,안정미,맛집,핫플,2025-12-04 13:53,24,0,98.60%,0.00%,453
/news/view/1065621637656085,950,813,21.03444034,3358,817,777,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,안정미,이슈,산업,2025-12-07 11:53,99,26,95.60%,0.00%,633
/news/view/1065612077352341,928,877,18.28278221,3513,887,853,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-11-17 7:53,10,13,97.30%,0.00%,531
/news/view/1065617167665100,916,781,19.43790013,3255,818,752,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,안정미,이슈,산업,2025-11-26 0:53,60,29,96.30%,0.00%,584
/news/view/1065578146872139,902,696,25.94683908,3087,678,660,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,김철호,건강,식자재,2025-11-14 4:53,125,4,94.80%,0.00%,366
/news/view/1065622967142789,894,771,27.78858625,3011,778,738,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-11-30 7:53,36,19,95.70%,0.00%,550
/news/view/1065583788170328,865,723,26.6735823,3094,761,696,[이슈] 2025 식품 외식 산업 전망 '푸드테크',오요리,이슈,트렌드,2025-11-20 2:53,110,24,96.30%,0.00%,443
/news/view/1065569816935193,799,544,31.70955882,2453,577,493,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-12-07 17:53,64,16,90.60%,0.00%,382
/news/view/1065597242713509,784,627,55.72567783,2860,640,619,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-11-12 4:53,95,22,98.70%,0.00%,429
/news/view/1065576710809935,781,698,12.44269341,2916,733,677,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",이경엽,호텔,프로모션,2025-11-18 12:53,10,24,97.00%,0.00%,504
/news/view/1065575950599444,779,503,29.45328032,2321,543,451,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,오요리,건강,식자재,2025-11-29 6:53,130,4,89.70%,0.00%,491
/news/view/1065590905320776,766,671,29.62444113,2792,693,653,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이정호,이슈,트렌드,2025-11-29 19:53,14,23,97.30%,0.00%,396
/news/view/1065574118929518,727,603,25.91708126,2570,627,600,"코트야드 메리어트 세종, 페스티브 시즌 운영",안정미,호텔,시즌,2025-12-03 2:53,28,29,99.50%,0.00%,370
/news/view/1065578794045136,727,649,16.30354391,2635,655,631,[맛집탐방] 줄 서는 성수동 베이글 맛집,이경엽,맛집,핫플,2025-12-06 17:53,103,27,97.20%,0.00%,428
/news/view/1065611408259288,711,632,22.99367089,2666,656,604,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-29 11:53,95,12,95.60%,0.00%,432
/news/view/1065580398343065,709,354,19.51129944,1694,431,271,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이경엽,건강,식자재,2025-11-17 1:53,32,3,76.60%,0.00%,337
/news/view/1065570693939122,696,632,11.97626582,2547,617,602,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-11-18 13:53,116,21,95.30%,0.00%,391
/news/view/1065574921359246,694,615,55.51869919,2601,621,604,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-11-30 22:53,149,0,98.20%,0.00%,327
/news/view/1065617124254772,688,570,18.45614035,2384,572,558,"파르나스 호텔 제주, 겨울 미식 프로모션",이경엽,호텔,이벤트,2025-11-23 1:53,61,9,97.90%,0.00%,460
/news/view/1065612056371808,682,500,25.598,2241,562,450,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",이정호,호텔,프로모션,2025-11-10 21:53,37,25,90.00%,0.00%,273
/news/view/1065568321519888,680,576,42.45833333,2426,596,549,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",오요리,Chef,인터뷰,2025-11-18 14:53,82,28,95.30%,0.00%,443
/news/view/1065571774924980,677,633,27.42022117,2549,643,618,"코트야드 메리어트 세종, 페스티브 시즌 운영",이경엽,호텔,시즌,2025-11-18 19:53,33,19,97.60%,0.00%,422
/news/view/1065564110478316,667,557,27.50807899,2414,561,534,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-11-20 2:53,65,5,95.90%,0.00%,282
/news/view/1065574810103126,647,520,18.88076923,2172,521,470,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-19 0:53,29,11,90.40%,0.00%,324
/news/view/1065602157459741,644,494,25.38461538,2209,516,470,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,김철호,라이프,제철,2025-11-27 20:53,74,19,95.10%,0.00%,374
/news/view/1065594458077271,644,303,32.81518152,1581,382,241,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-11-15 14:53,109,15,79.50%,0.00%,404
/news/view/1065606861768807,641,577,26.97920277,2364,605,573,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",김철호,호텔,프로모션,2025-11-16 23:53,110,6,99.30%,0.00%,327
/news/view/1065622849978032,633,555,27.68648649,2300,568,538,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,김철호,라이프,제철,2025-11-27 7:53,69,12,96.90%,0.00%,383
/news/view/1065583851307438,617,572,22.54895105,2348,579,547,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-11-28 18:53,98,19,95.60%,0.00%,252
/news/view/1065597362252970,616,365,14.89589041,1945,582,359,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,김철호,인터뷰,스타,2025-11-25 19:53,140,25,98.40%,0.00%,431
/news/view/1065570247675507,605,529,20.9489603,2184,538,521,[맛집탐방] 줄 서는 성수동 베이글 맛집,이정호,맛집,핫플,2025-12-03 17:53,61,16,98.50%,0.00%,361
/news/view/1065578890817153,594,464,17.85775862,2055,470,460,"코트야드 메리어트 세종, 페스티브 시즌 운영",안정미,호텔,시즌,2025-11-12 4:53,136,4,99.10%,0.00%,305
/news/view/1065577675769024,583,449,45.27171492,1961,484,434,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",안정미,Chef,인터뷰,2025-11-24 9:53,20,22,96.70%,0.00%,360
/news/view/1065590433500786,581,524,25.55916031,2108,517,500,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,안정미,건강,식자재,2025-12-02 4:53,53,6,95.40%,0.00%,403
/news/view/1065622915138372,570,359,33.47632312,1690,360,323,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-12-01 10:53,90,19,90.00%,0.00%,322
/news/view/1065571265424032,569,468,50.12393162,2051,496,453,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-11-21 6:53,129,28,96.80%,0.00%,275
/news/view/1065569783699377,565,348,65.59195402,1646,350,296,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-12-05 12:53,137,20,85.10%,0.00%,293
/news/view/1065596691304964,565,456,14.99122807,1999,485,448,"파르나스 호텔 제주, 겨울 미식 프로모션",이경엽,호텔,이벤트,2025-11-30 0:53,51,20,98.20%,0.00%,284
/news/view/1065620278720176,560,516,21.19573643,2116,527,502,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이경엽,이슈,트렌드,2025-12-07 2:53,90,4,97.30%,0.00%,373
/news/view/1065553456011576,553,467,75.97858672,1944,448,378,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이정호,Chef,인터뷰,2025-11-20 1:53,64,16,80.90%,0.00%,290
/news/view/1065623079485757,552,272,50.33455882,1308,270,202,[맛집탐방] 줄 서는 성수동 베이글 맛집,이경엽,맛집,핫플,2025-11-16 7:53,92,21,74.30%,0.00%,290
/news/view/1065601977473920,546,469,9.456289979,1917,480,450,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-11-27 6:53,35,15,95.90%,0.00%,325
/news/view/1065571937423380,543,356,25.32865169,1486,440,308,"파르나스 호텔 제주, 겨울 미식 프로모션",이정호,호텔,이벤트,2025-11-12 0:53,90,17,86.50%,0.00%,227
/news/view/1065578601195150,540,410,36.33658537,1902,446,408,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-11-19 22:53,77,0,99.50%,0.00%,377
/news/view/1065590887318397,540,487,41.3963039,2069,496,478,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-11-17 7:53,113,1,98.20%,0.00%,296
/news/view/1065605450946495,537,489,10.22494888,1985,494,486,"파르나스 호텔 제주, 겨울 미식 프로모션",조용수,호텔,이벤트,2025-11-24 13:53,100,21,99.40%,0.00%,358
/news/view/1065567603515561,536,502,42.187251,2032,505,485,"코트야드 메리어트 세종, 페스티브 시즌 운영",조용수,호텔,시즌,2025-12-09 3:53,52,1,96.60%,0.00%,267
/news/view/1065570912405014,535,465,15.59784946,1875,482,437,"파르나스 호텔 제주, 겨울 미식 프로모션",이정호,호텔,이벤트,2025-11-24 21:53,105,2,94.00%,0.00%,349
/news/view/1065574788342598,528,383,129.9086162,1859,425,372,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-12-08 11:53,111,24,97.10%,0.00%,273
/news/view/1065559181505633,525,469,25.10021322,1932,478,458,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",이정호,호텔,프로모션,2025-11-25 13:53,113,16,97.70%,0.00%,314
/news/view/1065614257489820,522,478,10.62343096,1660,469,452,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,김철호,건강,식자재,2025-11-11 12:53,107,14,94.60%,0.00%,214
/news/view/1065592774229392,510,350,22.5,1511,420,324,[맛집탐방] 줄 서는 성수동 베이글 맛집,안정미,맛집,핫플,2025-11-11 23:53,95,2,92.60%,0.00%,242
/news/view/1065571303462991,499,350,8.865714286,1476,371,339,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,김철호,라이프,제철,2025-11-16 18:53,82,19,96.90%,0.00%,210
/news/view/1065554609222152,498,322,52.89130435,1503,305,257,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-12-08 11:53,34,17,79.80%,0.00%,272
/news/view/1065555285167698,497,462,23.48701299,1885,463,448,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,김철호,인터뷰,스타,2025-12-09 9:53,126,29,97.00%,0.00%,249
/news/view/1065568923214301,490,398,41.26130653,1737,416,362,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,김철호,이슈,산업,2025-11-30 16:53,46,10,91.00%,0.00%,213
/news/view/1065601176699775,489,454,25.18502203,1850,456,443,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",이경엽,호텔,프로모션,2025-11-26 11:53,98,26,97.60%,0.00%,222
/news/view/1065574895423010,488,458,11.27947598,1823,458,443,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이정호,인터뷰,스타,2025-11-27 20:53,47,17,96.70%,0.00%,317
/news/view/1065575746274836,484,434,26.19354839,1771,449,434,"파르나스 호텔 제주, 겨울 미식 프로모션",조용수,호텔,이벤트,2025-11-24 19:53,103,6,100.00%,0.00%,311
/news/view/1065574259903777,481,407,14.61425061,1683,421,400,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",안정미,Chef,인터뷰,2025-11-21 17:53,35,25,98.30%,0.00%,286
/news/view/1065572196157134,469,404,29.67326733,1742,407,388,[이슈] 2025 식품 외식 산업 전망 '푸드테크',김철호,이슈,트렌드,2025-12-06 16:53,103,11,96.00%,0.00%,315
/news/view/1065563745584858,469,344,55.1627907,1523,354,260,"파르나스 호텔 제주, 겨울 미식 프로모션",김철호,호텔,이벤트,2025-11-16 2:53,21,20,75.60%,0.00%,274
/news/view/1065586607562423,462,418,30.14114833,1717,401,392,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,안정미,이슈,산업,2025-12-02 21:53,23,22,93.80%,0.00%,231
/news/view/1065611649720914,457,405,47.57530864,1676,424,394,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,안정미,건강,식자재,2025-11-20 23:53,111,6,97.30%,0.00%,189
/news/view/1065582016582869,456,310,30.27096774,1335,306,285,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-11-15 4:53,13,0,91.90%,0.00%,237
/news/view/1065607654583428,455,320,18.05625,1359,378,295,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-12-02 18:53,133,14,92.20%,0.00%,275
/news/view/1065618716643338,453,221,45.65158371,1183,260,167,[맛집탐방] 줄 서는 성수동 베이글 맛집,김철호,맛집,핫플,2025-11-20 3:53,54,19,75.60%,0.00%,222
/news/view/1065597428632452,442,387,27.24031008,1620,394,382,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,오요리,건강,식자재,2025-11-23 0:53,11,17,98.70%,0.00%,286
/news/view/1065541009552899,440,323,145.9164087,1575,353,304,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",오요리,Chef,인터뷰,2025-12-01 20:53,20,20,94.10%,0.00%,190
/news/view/1065589984290821,439,437,0,1544,438,437,"파르나스 호텔 제주, 겨울 미식 프로모션",김철호,호텔,이벤트,2025-11-13 12:53,35,20,100.00%,0.00%,236
/news/view/1065614622780558,437,399,14.34837093,1634,407,388,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-11-12 10:53,93,0,97.20%,0.00%,222
/news/view/1065600112717509,433,394,16.19035533,1585,399,376,[이슈] 2025 식품 외식 산업 전망 '푸드테크',김철호,이슈,트렌드,2025-11-17 6:53,74,24,95.40%,0.00%,257
/news/view/1065604895201999,428,389,18.51156812,1478,351,328,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,김철호,이슈,산업,2025-12-06 13:53,104,15,84.30%,0.00%,175
/news/view/1065623175820315,426,367,16.71662125,1520,380,356,[맛집탐방] 줄 서는 성수동 베이글 맛집,안정미,맛집,핫플,2025-11-15 14:53,119,14,97.00%,0.00%,190
/news/view/1065608900399491,421,387,15.89405685,1489,372,327,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이경엽,라이프,제철,2025-11-16 13:53,83,23,84.50%,0.00%,247
/news/view/1065566028007056,421,325,54.89538462,1523,354,315,"코트야드 메리어트 세종, 페스티브 시즌 운영",조용수,호텔,시즌,2025-11-20 16:53,21,3,96.90%,0.00%,269
/news/view/1065572211625028,421,387,14.43410853,1564,401,380,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,안정미,라이프,제철,2025-11-20 12:53,122,6,98.20%,0.00%,248
/news/view/1065581830160413,421,355,29.64507042,1429,332,310,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-11-20 17:53,39,8,87.30%,0.00%,256
/news/view/1065589309215088,417,230,15.13478261,1053,273,205,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-11-19 8:53,91,14,89.10%,0.00%,269
/news/view/1065552817664040,417,352,148.53125,1515,360,310,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이경엽,라이프,제철,2025-11-10 19:53,58,17,88.10%,0.00%,283
/news/view/1065615891797079,417,308,57.00324675,1332,338,274,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,이경엽,이슈,산업,2025-12-06 5:53,64,5,89.00%,0.00%,270
/news/view/1065617942507870,415,183,48.50273224,915,185,105,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-11-22 6:53,11,4,57.40%,0.00%,229
/news/view/1065563466522512,413,249,24.61445783,1144,297,212,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,안정미,이슈,산업,2025-11-24 5:53,124,18,85.10%,0.00%,195
/news/view/1065584113474584,413,369,41.72086721,1490,354,334,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-11-11 5:53,65,1,90.50%,0.00%,203
/news/view/1065617646354862,411,295,45.22372881,1401,321,290,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이정호,라이프,제철,2025-12-07 21:53,59,2,98.30%,0.00%,243
/news/view/1065569589115005,409,341,16.47800587,1341,374,327,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",조용수,Chef,인터뷰,2025-11-19 2:53,66,4,95.90%,0.00%,192
/news/view/1065569698711327,407,373,17.07774799,1414,356,352,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-11-20 1:53,116,12,94.40%,0.00%,281
/news/view/1065588493302204,407,166,23.89759036,891,161,131,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",조용수,Chef,인터뷰,2025-11-13 14:53,148,16,78.90%,0.00%,213
/news/view/1065556290965931,400,374,19.77272727,1528,379,360,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,김철호,인터뷰,스타,2025-12-07 16:53,68,16,96.30%,0.00%,222
/news/view/1065576949234964,396,327,63.25688073,1404,335,312,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,김철호,이슈,산업,2025-12-02 4:53,95,7,95.40%,0.00%,206
/news/view/1065578149920017,393,370,13.86756757,1530,379,369,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-14 17:53,83,7,99.70%,0.00%,158
/news/view/1065618385843921,390,354,12.62146893,1415,360,348,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,김철호,건강,식자재,2025-11-24 0:53,122,11,98.30%,0.00%,238
/news/view/1065569192886048,384,334,17.32934132,1440,346,329,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",조용수,Chef,인터뷰,2025-11-12 12:53,47,19,98.50%,0.00%,199
/news/view/1065612432486645,382,341,26.36070381,1414,359,339,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,오요리,이슈,산업,2025-11-30 23:53,49,6,99.40%,0.00%,207
/news/view/1065587823540090,375,296,15.23310811,1156,283,259,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-12-03 7:53,143,15,87.50%,0.00%,168
/news/view/1065611258370721,374,337,23.82492582,1405,343,334,[맛집탐방] 줄 서는 성수동 베이글 맛집,김철호,맛집,핫플,2025-11-21 19:53,141,23,99.10%,0.00%,218
/news/view/1065566713661075,374,308,30.51623377,1315,310,253,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-11-25 19:53,99,0,82.10%,0.00%,155
/news/view/1065581107618059,372,325,19.16923077,1362,332,316,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-11-26 16:53,19,11,97.20%,0.00%,181
/news/view/1065586188830335,368,319,25.89968652,1303,300,282,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이정호,라이프,제철,2025-12-02 5:53,104,15,88.40%,0.00%,181
/news/view/1065540355980567,367,240,54.42916667,1089,240,173,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이정호,인터뷰,스타,2025-11-13 1:53,95,22,72.10%,0.00%,159
/news/view/1065577159019995,366,331,17.1570997,1333,342,329,[맛집탐방] 줄 서는 성수동 베이글 맛집,김철호,맛집,핫플,2025-11-11 10:53,16,3,99.40%,0.00%,217
/news/view/1065571518866384,365,319,42.78996865,1349,323,302,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-28 4:53,75,27,94.70%,0.00%,148
/news/view/1065591431794684,363,304,33.30592105,1237,286,276,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,김철호,인터뷰,스타,2025-12-01 21:53,10,21,90.80%,0.00%,183
/news/view/1065615420500391,362,289,33.24221453,1307,296,279,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-12-07 8:53,31,14,96.50%,0.00%,246
/news/view/1065568352473948,356,303,26.03960396,1266,318,285,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이경엽,인터뷰,스타,2025-12-05 0:53,88,2,94.10%,0.00%,192
/news/view/1065582000504725,351,306,19.04901961,1203,300,281,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-11-29 7:53,38,5,91.80%,0.00%,143
/news/view/1065577802099983,350,238,39.33613445,1043,259,192,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-11-30 16:53,135,5,80.70%,0.00%,193
/news/view/1065624224543610,350,324,16.42283951,1321,330,317,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,오요리,라이프,제철,2025-11-12 19:53,99,5,97.80%,0.00%,244
/news/view/1065567883197248,349,317,8.870662461,1298,317,306,"코트야드 메리어트 세종, 페스티브 시즌 운영",이경엽,호텔,시즌,2025-11-13 16:53,81,6,96.50%,0.00%,184
/news/view/1065562767434107,349,303,14.0990099,1268,309,288,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,안정미,이슈,산업,2025-11-15 0:53,106,14,95.00%,0.00%,238
/news/view/1065619269059822,347,318,9.141509434,1269,313,298,[맛집탐방] 줄 서는 성수동 베이글 맛집,김철호,맛집,핫플,2025-11-19 4:53,53,5,93.70%,0.00%,238
/news/view/1065574962575019,346,319,22.77742947,1311,320,312,"파르나스 호텔 제주, 겨울 미식 프로모션",김철호,호텔,이벤트,2025-11-26 23:53,56,13,97.80%,0.00%,171
/news/view/1065600990216391,345,310,28.10645161,1276,319,308,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-11-21 22:53,123,2,99.40%,0.00%,221
/news/view/1065590326158043,345,148,53.08108108,792,152,135,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-12-07 2:53,116,10,91.20%,0.00%,191
/news/view/1065614906558628,344,318,34.92767296,1278,312,286,"파르나스 호텔 제주, 겨울 미식 프로모션",김철호,호텔,이벤트,2025-11-20 21:53,21,21,89.90%,0.00%,217
/news/view/1065578331957655,343,244,36.94262295,1176,251,234,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,안정미,라이프,제철,2025-12-02 14:53,77,17,95.90%,0.00%,185
/news/view/1065588915793416,341,308,2.081168831,940,291,275,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,조용수,라이프,제철,2025-11-12 14:53,134,24,89.30%,0.00%,237
/news/view/1065578428469829,341,241,16.78423237,1166,285,237,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,조용수,라이프,제철,2025-11-18 9:53,27,6,98.30%,0.00%,210
/news/view/1065584863528407,340,146,36.19178082,961,222,100,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",이경엽,호텔,프로모션,2025-11-18 8:53,92,24,68.50%,0.00%,166
/news/view/1065546335017349,337,297,41.5016835,1257,309,294,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-11-19 10:53,53,14,99.00%,0.00%,225
/news/view/1065574895853500,337,283,43.79858657,1201,300,268,"파르나스 호텔 제주, 겨울 미식 프로모션",이경엽,호텔,이벤트,2025-11-10 21:53,34,20,94.70%,0.00%,177
/news/view/1065567560941085,334,309,22.75080906,1244,314,301,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-11-10 20:53,141,3,97.40%,0.00%,172
/news/view/1065593816616652,334,272,41.66176471,1178,290,258,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이정호,인터뷰,스타,2025-11-21 14:53,123,1,94.90%,0.00%,143
/news/view/1065575952383653,334,295,51.19661017,1201,295,274,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이경엽,라이프,제철,2025-11-22 9:53,70,28,92.90%,0.00%,205
/news/view/1065577319324097,333,305,21.96393443,1246,307,303,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이정호,Chef,인터뷰,2025-11-12 13:53,122,29,99.30%,0.00%,169
/news/view/1065571853793458,330,299,21.20735786,1209,303,289,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-12-01 6:53,16,29,96.70%,0.00%,136
/news/view/1065570242765587,329,290,56.34482759,1219,297,276,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-11-20 22:53,83,12,95.20%,0.00%,196
